scene_id,scene_key,dataset,split,source_group,eligible_frame_count,frame_count,scene_root
bridgedata_v2__train_00669__traj_0002,bridgedata_v2/train_00669/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00669,29,29,data/processed/bridgedata_v2/train_00669/traj_0002
bridgedata_v2__train_00669__traj_0004,bridgedata_v2/train_00669/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00669,18,18,data/processed/bridgedata_v2/train_00669/traj_0004
bridgedata_v2__train_00669__traj_0014,bridgedata_v2/train_00669/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00669,22,22,data/processed/bridgedata_v2/train_00669/traj_0014
bridgedata_v2__train_00672__traj_0015,bridgedata_v2/train_00672/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00672,49,49,data/processed/bridgedata_v2/train_00672/traj_0015
bridgedata_v2__train_00675__traj_0014,bridgedata_v2/train_00675/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00675,44,44,data/processed/bridgedata_v2/train_00675/traj_0014
bridgedata_v2__train_00675__traj_0019,bridgedata_v2/train_00675/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00675,30,30,data/processed/bridgedata_v2/train_00675/traj_0019
bridgedata_v2__train_00676__traj_0000,bridgedata_v2/train_00676/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00676,39,39,data/processed/bridgedata_v2/train_00676/traj_0000
bridgedata_v2__train_00677__traj_0011,bridgedata_v2/train_00677/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00677,28,28,data/processed/bridgedata_v2/train_00677/traj_0011
bridgedata_v2__train_00680__traj_0020,bridgedata_v2/train_00680/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00680,39,39,data/processed/bridgedata_v2/train_00680/traj_0020
bridgedata_v2__train_00680__traj_0027,bridgedata_v2/train_00680/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00680,31,31,data/processed/bridgedata_v2/train_00680/traj_0027
bridgedata_v2__train_00683__traj_0014,bridgedata_v2/train_00683/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00683,33,33,data/processed/bridgedata_v2/train_00683/traj_0014
bridgedata_v2__train_00683__traj_0026,bridgedata_v2/train_00683/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00683,46,46,data/processed/bridgedata_v2/train_00683/traj_0026
bridgedata_v2__train_00687__traj_0016,bridgedata_v2/train_00687/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00687,32,32,data/processed/bridgedata_v2/train_00687/traj_0016
bridgedata_v2__train_00689__traj_0008,bridgedata_v2/train_00689/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00689,42,42,data/processed/bridgedata_v2/train_00689/traj_0008
bridgedata_v2__train_00689__traj_0024,bridgedata_v2/train_00689/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00689,49,49,data/processed/bridgedata_v2/train_00689/traj_0024
bridgedata_v2__train_00691__traj_0004,bridgedata_v2/train_00691/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00691,24,24,data/processed/bridgedata_v2/train_00691/traj_0004
bridgedata_v2__train_00691__traj_0020,bridgedata_v2/train_00691/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00691,39,39,data/processed/bridgedata_v2/train_00691/traj_0020
bridgedata_v2__train_00692__traj_0008,bridgedata_v2/train_00692/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00692,24,24,data/processed/bridgedata_v2/train_00692/traj_0008
bridgedata_v2__train_00692__traj_0013,bridgedata_v2/train_00692/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00692,49,49,data/processed/bridgedata_v2/train_00692/traj_0013
bridgedata_v2__train_00694__traj_0015,bridgedata_v2/train_00694/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00694,49,49,data/processed/bridgedata_v2/train_00694/traj_0015
bridgedata_v2__train_00694__traj_0023,bridgedata_v2/train_00694/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00694,35,35,data/processed/bridgedata_v2/train_00694/traj_0023
bridgedata_v2__train_00695__traj_0025,bridgedata_v2/train_00695/traj_0025,bridgedata_v2,train,bridgedata_v2:train_00695,40,40,data/processed/bridgedata_v2/train_00695/traj_0025
bridgedata_v2__train_00701__traj_0005,bridgedata_v2/train_00701/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00701,27,27,data/processed/bridgedata_v2/train_00701/traj_0005
bridgedata_v2__train_00702__traj_0010,bridgedata_v2/train_00702/traj_0010,bridgedata_v2,train,bridgedata_v2:train_00702,37,37,data/processed/bridgedata_v2/train_00702/traj_0010
bridgedata_v2__train_00704__traj_0028,bridgedata_v2/train_00704/traj_0028,bridgedata_v2,train,bridgedata_v2:train_00704,35,35,data/processed/bridgedata_v2/train_00704/traj_0028
bridgedata_v2__train_00705__traj_0009,bridgedata_v2/train_00705/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00705,22,22,data/processed/bridgedata_v2/train_00705/traj_0009
bridgedata_v2__train_00705__traj_0024,bridgedata_v2/train_00705/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00705,39,39,data/processed/bridgedata_v2/train_00705/traj_0024
bridgedata_v2__train_00707__traj_0008,bridgedata_v2/train_00707/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00707,30,30,data/processed/bridgedata_v2/train_00707/traj_0008
bridgedata_v2__train_00707__traj_0018,bridgedata_v2/train_00707/traj_0018,bridgedata_v2,train,bridgedata_v2:train_00707,49,49,data/processed/bridgedata_v2/train_00707/traj_0018
bridgedata_v2__train_00708__traj_0000,bridgedata_v2/train_00708/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00708,24,24,data/processed/bridgedata_v2/train_00708/traj_0000
bridgedata_v2__train_00708__traj_0027,bridgedata_v2/train_00708/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00708,45,45,data/processed/bridgedata_v2/train_00708/traj_0027
bridgedata_v2__train_00710__traj_0019,bridgedata_v2/train_00710/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00710,25,25,data/processed/bridgedata_v2/train_00710/traj_0019
bridgedata_v2__train_00712__traj_0016,bridgedata_v2/train_00712/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00712,25,25,data/processed/bridgedata_v2/train_00712/traj_0016
bridgedata_v2__train_00714__traj_0000,bridgedata_v2/train_00714/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00714,67,64,data/processed/bridgedata_v2/train_00714/traj_0000
bridgedata_v2__train_00716__traj_0008,bridgedata_v2/train_00716/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00716,39,39,data/processed/bridgedata_v2/train_00716/traj_0008
bridgedata_v2__train_00716__traj_0011,bridgedata_v2/train_00716/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00716,36,36,data/processed/bridgedata_v2/train_00716/traj_0011
bridgedata_v2__train_00716__traj_0014,bridgedata_v2/train_00716/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00716,35,35,data/processed/bridgedata_v2/train_00716/traj_0014
bridgedata_v2__train_00717__traj_0015,bridgedata_v2/train_00717/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00717,19,19,data/processed/bridgedata_v2/train_00717/traj_0015
bridgedata_v2__train_00718__traj_0004,bridgedata_v2/train_00718/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00718,35,35,data/processed/bridgedata_v2/train_00718/traj_0004
bridgedata_v2__train_00724__traj_0024,bridgedata_v2/train_00724/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00724,41,41,data/processed/bridgedata_v2/train_00724/traj_0024
bridgedata_v2__train_00725__traj_0026,bridgedata_v2/train_00725/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00725,29,29,data/processed/bridgedata_v2/train_00725/traj_0026
bridgedata_v2__train_00728__traj_0014,bridgedata_v2/train_00728/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00728,49,49,data/processed/bridgedata_v2/train_00728/traj_0014
bridgedata_v2__train_00728__traj_0029,bridgedata_v2/train_00728/traj_0029,bridgedata_v2,train,bridgedata_v2:train_00728,49,49,data/processed/bridgedata_v2/train_00728/traj_0029
bridgedata_v2__train_00729__traj_0008,bridgedata_v2/train_00729/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00729,37,37,data/processed/bridgedata_v2/train_00729/traj_0008
bridgedata_v2__train_00730__traj_0016,bridgedata_v2/train_00730/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00730,24,24,data/processed/bridgedata_v2/train_00730/traj_0016
bridgedata_v2__train_00733__traj_0013,bridgedata_v2/train_00733/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00733,36,36,data/processed/bridgedata_v2/train_00733/traj_0013
bridgedata_v2__train_00735__traj_0009,bridgedata_v2/train_00735/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00735,36,36,data/processed/bridgedata_v2/train_00735/traj_0009
bridgedata_v2__train_00735__traj_0018,bridgedata_v2/train_00735/traj_0018,bridgedata_v2,train,bridgedata_v2:train_00735,29,29,data/processed/bridgedata_v2/train_00735/traj_0018
bridgedata_v2__train_00736__traj_0008,bridgedata_v2/train_00736/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00736,38,38,data/processed/bridgedata_v2/train_00736/traj_0008
bridgedata_v2__train_00736__traj_0017,bridgedata_v2/train_00736/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00736,28,28,data/processed/bridgedata_v2/train_00736/traj_0017
bridgedata_v2__train_00736__traj_0023,bridgedata_v2/train_00736/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00736,36,36,data/processed/bridgedata_v2/train_00736/traj_0023
bridgedata_v2__train_00738__traj_0019,bridgedata_v2/train_00738/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00738,39,39,data/processed/bridgedata_v2/train_00738/traj_0019
bridgedata_v2__train_00739__traj_0020,bridgedata_v2/train_00739/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00739,35,35,data/processed/bridgedata_v2/train_00739/traj_0020
bridgedata_v2__train_00739__traj_0024,bridgedata_v2/train_00739/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00739,32,32,data/processed/bridgedata_v2/train_00739/traj_0024
bridgedata_v2__train_00742__traj_0007,bridgedata_v2/train_00742/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00742,30,30,data/processed/bridgedata_v2/train_00742/traj_0007
bridgedata_v2__train_00743__traj_0022,bridgedata_v2/train_00743/traj_0022,bridgedata_v2,train,bridgedata_v2:train_00743,39,39,data/processed/bridgedata_v2/train_00743/traj_0022
bridgedata_v2__train_00743__traj_0027,bridgedata_v2/train_00743/traj_0027,bridgedata_v2,train,bridgedata_v2:train_00743,28,28,data/processed/bridgedata_v2/train_00743/traj_0027
bridgedata_v2__train_00744__traj_0001,bridgedata_v2/train_00744/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00744,36,36,data/processed/bridgedata_v2/train_00744/traj_0001
bridgedata_v2__train_00744__traj_0009,bridgedata_v2/train_00744/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00744,38,38,data/processed/bridgedata_v2/train_00744/traj_0009
bridgedata_v2__train_00744__traj_0024,bridgedata_v2/train_00744/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00744,33,33,data/processed/bridgedata_v2/train_00744/traj_0024
bridgedata_v2__train_00745__traj_0005,bridgedata_v2/train_00745/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00745,21,21,data/processed/bridgedata_v2/train_00745/traj_0005
bridgedata_v2__train_00745__traj_0006,bridgedata_v2/train_00745/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00745,23,23,data/processed/bridgedata_v2/train_00745/traj_0006
bridgedata_v2__train_00745__traj_0010,bridgedata_v2/train_00745/traj_0010,bridgedata_v2,train,bridgedata_v2:train_00745,23,23,data/processed/bridgedata_v2/train_00745/traj_0010
bridgedata_v2__train_00745__traj_0012,bridgedata_v2/train_00745/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00745,31,31,data/processed/bridgedata_v2/train_00745/traj_0012
bridgedata_v2__train_00746__traj_0031,bridgedata_v2/train_00746/traj_0031,bridgedata_v2,train,bridgedata_v2:train_00746,33,33,data/processed/bridgedata_v2/train_00746/traj_0031
bridgedata_v2__train_00748__traj_0001,bridgedata_v2/train_00748/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00748,38,38,data/processed/bridgedata_v2/train_00748/traj_0001
bridgedata_v2__train_00748__traj_0004,bridgedata_v2/train_00748/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00748,36,36,data/processed/bridgedata_v2/train_00748/traj_0004
bridgedata_v2__train_00749__traj_0018,bridgedata_v2/train_00749/traj_0018,bridgedata_v2,train,bridgedata_v2:train_00749,35,35,data/processed/bridgedata_v2/train_00749/traj_0018
bridgedata_v2__train_00749__traj_0023,bridgedata_v2/train_00749/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00749,22,22,data/processed/bridgedata_v2/train_00749/traj_0023
bridgedata_v2__train_00753__traj_0011,bridgedata_v2/train_00753/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00753,29,29,data/processed/bridgedata_v2/train_00753/traj_0011
bridgedata_v2__train_00754__traj_0012,bridgedata_v2/train_00754/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00754,44,44,data/processed/bridgedata_v2/train_00754/traj_0012
bridgedata_v2__train_00755__traj_0001,bridgedata_v2/train_00755/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00755,49,49,data/processed/bridgedata_v2/train_00755/traj_0001
bridgedata_v2__train_00755__traj_0003,bridgedata_v2/train_00755/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00755,20,20,data/processed/bridgedata_v2/train_00755/traj_0003
bridgedata_v2__train_00756__traj_0005,bridgedata_v2/train_00756/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00756,49,49,data/processed/bridgedata_v2/train_00756/traj_0005
bridgedata_v2__train_00758__traj_0000,bridgedata_v2/train_00758/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00758,21,21,data/processed/bridgedata_v2/train_00758/traj_0000
bridgedata_v2__train_00761__traj_0021,bridgedata_v2/train_00761/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00761,47,47,data/processed/bridgedata_v2/train_00761/traj_0021
bridgedata_v2__train_00762__traj_0008,bridgedata_v2/train_00762/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00762,49,49,data/processed/bridgedata_v2/train_00762/traj_0008
bridgedata_v2__train_00762__traj_0024,bridgedata_v2/train_00762/traj_0024,bridgedata_v2,train,bridgedata_v2:train_00762,29,29,data/processed/bridgedata_v2/train_00762/traj_0024
bridgedata_v2__train_00763__traj_0002,bridgedata_v2/train_00763/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00763,47,47,data/processed/bridgedata_v2/train_00763/traj_0002
bridgedata_v2__train_00764__traj_0001,bridgedata_v2/train_00764/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00764,46,46,data/processed/bridgedata_v2/train_00764/traj_0001
bridgedata_v2__train_00764__traj_0020,bridgedata_v2/train_00764/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00764,23,23,data/processed/bridgedata_v2/train_00764/traj_0020
bridgedata_v2__train_00767__traj_0021,bridgedata_v2/train_00767/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00767,25,25,data/processed/bridgedata_v2/train_00767/traj_0021
bridgedata_v2__train_00768__traj_0012,bridgedata_v2/train_00768/traj_0012,bridgedata_v2,train,bridgedata_v2:train_00768,24,24,data/processed/bridgedata_v2/train_00768/traj_0012
bridgedata_v2__train_00768__traj_0023,bridgedata_v2/train_00768/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00768,40,40,data/processed/bridgedata_v2/train_00768/traj_0023
bridgedata_v2__train_00769__traj_0011,bridgedata_v2/train_00769/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00769,49,49,data/processed/bridgedata_v2/train_00769/traj_0011
bridgedata_v2__train_00769__traj_0013,bridgedata_v2/train_00769/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00769,49,49,data/processed/bridgedata_v2/train_00769/traj_0013
bridgedata_v2__train_00771__traj_0001,bridgedata_v2/train_00771/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00771,24,24,data/processed/bridgedata_v2/train_00771/traj_0001
bridgedata_v2__train_00774__traj_0015,bridgedata_v2/train_00774/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00774,31,31,data/processed/bridgedata_v2/train_00774/traj_0015
bridgedata_v2__train_00775__traj_0011,bridgedata_v2/train_00775/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00775,40,40,data/processed/bridgedata_v2/train_00775/traj_0011
bridgedata_v2__train_00775__traj_0013,bridgedata_v2/train_00775/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00775,36,36,data/processed/bridgedata_v2/train_00775/traj_0013
bridgedata_v2__train_00777__traj_0019,bridgedata_v2/train_00777/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00777,39,39,data/processed/bridgedata_v2/train_00777/traj_0019
bridgedata_v2__train_00778__traj_0000,bridgedata_v2/train_00778/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00778,46,46,data/processed/bridgedata_v2/train_00778/traj_0000
bridgedata_v2__train_00781__traj_0002,bridgedata_v2/train_00781/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00781,33,33,data/processed/bridgedata_v2/train_00781/traj_0002
bridgedata_v2__train_00781__traj_0004,bridgedata_v2/train_00781/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00781,39,39,data/processed/bridgedata_v2/train_00781/traj_0004
bridgedata_v2__train_00782__traj_0013,bridgedata_v2/train_00782/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00782,24,24,data/processed/bridgedata_v2/train_00782/traj_0013
bridgedata_v2__train_00782__traj_0021,bridgedata_v2/train_00782/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00782,33,33,data/processed/bridgedata_v2/train_00782/traj_0021
bridgedata_v2__train_00783__traj_0015,bridgedata_v2/train_00783/traj_0015,bridgedata_v2,train,bridgedata_v2:train_00783,21,21,data/processed/bridgedata_v2/train_00783/traj_0015
bridgedata_v2__train_00783__traj_0017,bridgedata_v2/train_00783/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00783,24,24,data/processed/bridgedata_v2/train_00783/traj_0017
bridgedata_v2__train_00783__traj_0021,bridgedata_v2/train_00783/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00783,26,26,data/processed/bridgedata_v2/train_00783/traj_0021
bridgedata_v2__train_00784__traj_0005,bridgedata_v2/train_00784/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00784,21,21,data/processed/bridgedata_v2/train_00784/traj_0005
bridgedata_v2__train_00786__traj_0013,bridgedata_v2/train_00786/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00786,49,49,data/processed/bridgedata_v2/train_00786/traj_0013
bridgedata_v2__train_00787__traj_0001,bridgedata_v2/train_00787/traj_0001,bridgedata_v2,train,bridgedata_v2:train_00787,21,21,data/processed/bridgedata_v2/train_00787/traj_0001
bridgedata_v2__train_00788__traj_0007,bridgedata_v2/train_00788/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00788,33,33,data/processed/bridgedata_v2/train_00788/traj_0007
bridgedata_v2__train_00789__traj_0010,bridgedata_v2/train_00789/traj_0010,bridgedata_v2,train,bridgedata_v2:train_00789,23,23,data/processed/bridgedata_v2/train_00789/traj_0010
bridgedata_v2__train_00792__traj_0011,bridgedata_v2/train_00792/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00792,45,45,data/processed/bridgedata_v2/train_00792/traj_0011
bridgedata_v2__train_00794__traj_0013,bridgedata_v2/train_00794/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00794,36,36,data/processed/bridgedata_v2/train_00794/traj_0013
bridgedata_v2__train_00794__traj_0026,bridgedata_v2/train_00794/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00794,32,32,data/processed/bridgedata_v2/train_00794/traj_0026
bridgedata_v2__train_00795__traj_0007,bridgedata_v2/train_00795/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00795,12,12,data/processed/bridgedata_v2/train_00795/traj_0007
bridgedata_v2__train_00795__traj_0013,bridgedata_v2/train_00795/traj_0013,bridgedata_v2,train,bridgedata_v2:train_00795,21,21,data/processed/bridgedata_v2/train_00795/traj_0013
bridgedata_v2__train_00796__traj_0006,bridgedata_v2/train_00796/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00796,41,41,data/processed/bridgedata_v2/train_00796/traj_0006
bridgedata_v2__train_00799__traj_0002,bridgedata_v2/train_00799/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00799,37,37,data/processed/bridgedata_v2/train_00799/traj_0002
bridgedata_v2__train_00799__traj_0008,bridgedata_v2/train_00799/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00799,34,34,data/processed/bridgedata_v2/train_00799/traj_0008
bridgedata_v2__train_00800__traj_0008,bridgedata_v2/train_00800/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00800,49,49,data/processed/bridgedata_v2/train_00800/traj_0008
bridgedata_v2__train_00801__traj_0000,bridgedata_v2/train_00801/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00801,39,39,data/processed/bridgedata_v2/train_00801/traj_0000
bridgedata_v2__train_00801__traj_0026,bridgedata_v2/train_00801/traj_0026,bridgedata_v2,train,bridgedata_v2:train_00801,49,49,data/processed/bridgedata_v2/train_00801/traj_0026
bridgedata_v2__train_00802__traj_0003,bridgedata_v2/train_00802/traj_0003,bridgedata_v2,train,bridgedata_v2:train_00802,37,37,data/processed/bridgedata_v2/train_00802/traj_0003
bridgedata_v2__train_00803__traj_0009,bridgedata_v2/train_00803/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00803,42,42,data/processed/bridgedata_v2/train_00803/traj_0009
bridgedata_v2__train_00804__traj_0023,bridgedata_v2/train_00804/traj_0023,bridgedata_v2,train,bridgedata_v2:train_00804,24,24,data/processed/bridgedata_v2/train_00804/traj_0023
bridgedata_v2__train_00805__traj_0019,bridgedata_v2/train_00805/traj_0019,bridgedata_v2,train,bridgedata_v2:train_00805,24,24,data/processed/bridgedata_v2/train_00805/traj_0019
bridgedata_v2__train_00807__traj_0020,bridgedata_v2/train_00807/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00807,48,48,data/processed/bridgedata_v2/train_00807/traj_0020
bridgedata_v2__train_00810__traj_0009,bridgedata_v2/train_00810/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00810,33,33,data/processed/bridgedata_v2/train_00810/traj_0009
bridgedata_v2__train_00810__traj_0014,bridgedata_v2/train_00810/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00810,45,45,data/processed/bridgedata_v2/train_00810/traj_0014
bridgedata_v2__train_00812__traj_0007,bridgedata_v2/train_00812/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00812,33,33,data/processed/bridgedata_v2/train_00812/traj_0007
bridgedata_v2__train_00814__traj_0002,bridgedata_v2/train_00814/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00814,32,32,data/processed/bridgedata_v2/train_00814/traj_0002
bridgedata_v2__train_00814__traj_0021,bridgedata_v2/train_00814/traj_0021,bridgedata_v2,train,bridgedata_v2:train_00814,24,24,data/processed/bridgedata_v2/train_00814/traj_0021
bridgedata_v2__train_00816__traj_0002,bridgedata_v2/train_00816/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00816,19,19,data/processed/bridgedata_v2/train_00816/traj_0002
bridgedata_v2__train_00819__traj_0002,bridgedata_v2/train_00819/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00819,35,35,data/processed/bridgedata_v2/train_00819/traj_0002
bridgedata_v2__train_00819__traj_0008,bridgedata_v2/train_00819/traj_0008,bridgedata_v2,train,bridgedata_v2:train_00819,39,39,data/processed/bridgedata_v2/train_00819/traj_0008
bridgedata_v2__train_00820__traj_0011,bridgedata_v2/train_00820/traj_0011,bridgedata_v2,train,bridgedata_v2:train_00820,19,19,data/processed/bridgedata_v2/train_00820/traj_0011
bridgedata_v2__train_00821__traj_0000,bridgedata_v2/train_00821/traj_0000,bridgedata_v2,train,bridgedata_v2:train_00821,35,35,data/processed/bridgedata_v2/train_00821/traj_0000
bridgedata_v2__train_00822__traj_0002,bridgedata_v2/train_00822/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00822,24,24,data/processed/bridgedata_v2/train_00822/traj_0002
bridgedata_v2__train_00822__traj_0022,bridgedata_v2/train_00822/traj_0022,bridgedata_v2,train,bridgedata_v2:train_00822,49,49,data/processed/bridgedata_v2/train_00822/traj_0022
bridgedata_v2__train_00827__traj_0007,bridgedata_v2/train_00827/traj_0007,bridgedata_v2,train,bridgedata_v2:train_00827,20,20,data/processed/bridgedata_v2/train_00827/traj_0007
bridgedata_v2__train_00828__traj_0004,bridgedata_v2/train_00828/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00828,22,22,data/processed/bridgedata_v2/train_00828/traj_0004
bridgedata_v2__train_00830__traj_0005,bridgedata_v2/train_00830/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00830,33,33,data/processed/bridgedata_v2/train_00830/traj_0005
bridgedata_v2__train_00831__traj_0020,bridgedata_v2/train_00831/traj_0020,bridgedata_v2,train,bridgedata_v2:train_00831,39,39,data/processed/bridgedata_v2/train_00831/traj_0020
bridgedata_v2__train_00832__traj_0004,bridgedata_v2/train_00832/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00832,20,20,data/processed/bridgedata_v2/train_00832/traj_0004
bridgedata_v2__train_00832__traj_0005,bridgedata_v2/train_00832/traj_0005,bridgedata_v2,train,bridgedata_v2:train_00832,49,49,data/processed/bridgedata_v2/train_00832/traj_0005
bridgedata_v2__train_00832__traj_0017,bridgedata_v2/train_00832/traj_0017,bridgedata_v2,train,bridgedata_v2:train_00832,42,42,data/processed/bridgedata_v2/train_00832/traj_0017
bridgedata_v2__train_00833__traj_0002,bridgedata_v2/train_00833/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00833,24,24,data/processed/bridgedata_v2/train_00833/traj_0002
bridgedata_v2__train_00833__traj_0004,bridgedata_v2/train_00833/traj_0004,bridgedata_v2,train,bridgedata_v2:train_00833,46,46,data/processed/bridgedata_v2/train_00833/traj_0004
bridgedata_v2__train_00833__traj_0016,bridgedata_v2/train_00833/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00833,24,24,data/processed/bridgedata_v2/train_00833/traj_0016
bridgedata_v2__train_00834__traj_0002,bridgedata_v2/train_00834/traj_0002,bridgedata_v2,train,bridgedata_v2:train_00834,33,33,data/processed/bridgedata_v2/train_00834/traj_0002
bridgedata_v2__train_00837__traj_0014,bridgedata_v2/train_00837/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00837,38,38,data/processed/bridgedata_v2/train_00837/traj_0014
bridgedata_v2__train_00837__traj_0016,bridgedata_v2/train_00837/traj_0016,bridgedata_v2,train,bridgedata_v2:train_00837,40,40,data/processed/bridgedata_v2/train_00837/traj_0016
bridgedata_v2__train_00838__traj_0009,bridgedata_v2/train_00838/traj_0009,bridgedata_v2,train,bridgedata_v2:train_00838,49,49,data/processed/bridgedata_v2/train_00838/traj_0009
bridgedata_v2__train_00839__traj_0014,bridgedata_v2/train_00839/traj_0014,bridgedata_v2,train,bridgedata_v2:train_00839,33,33,data/processed/bridgedata_v2/train_00839/traj_0014
bridgedata_v2__train_00840__traj_0006,bridgedata_v2/train_00840/traj_0006,bridgedata_v2,train,bridgedata_v2:train_00840,40,40,data/processed/bridgedata_v2/train_00840/traj_0006
