scene_key,dataset,source_group,format,depth_kind,pose_kind,eligible_frame_count,full_count,scene_root
DL3DV-ALL-480P/10K_extracted/abdfc47468c86b4a9d77dafa931ddc0dd42b935f90102e39628b3c81e2896578,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/abdfc47468c86b4a9d77dafa931ddc0dd42b935f90102e39628b3c81e2896578
DL3DV-ALL-480P/10K_extracted/ac00be3bf9cb03f7d7f3215bb56abbccd4cc958e4d26f6ca7177b6856304da95,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ac00be3bf9cb03f7d7f3215bb56abbccd4cc958e4d26f6ca7177b6856304da95
DL3DV-ALL-480P/10K_extracted/ac389095abdadab4553ff55be11159d17f1982aa995607c99c5decce8d5c23b6,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ac389095abdadab4553ff55be11159d17f1982aa995607c99c5decce8d5c23b6
DL3DV-ALL-480P/10K_extracted/ac73925d46fddc669b388e7603f13f027cb6960434ede557cc56486e724b7bf1,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ac73925d46fddc669b388e7603f13f027cb6960434ede557cc56486e724b7bf1
DL3DV-ALL-480P/10K_extracted/ac9e283fc15acb8df0cd4d2296788fe4daa5ba3ee98392148821c47c439ee605,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ac9e283fc15acb8df0cd4d2296788fe4daa5ba3ee98392148821c47c439ee605
DL3DV-ALL-480P/10K_extracted/aca63a12ffef9f6ae25f88cebb26ba6077661489e73440d0add16cfcac8723ab,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/aca63a12ffef9f6ae25f88cebb26ba6077661489e73440d0add16cfcac8723ab
DL3DV-ALL-480P/10K_extracted/aca7fe96a572dafd38a7492eb8da7e7a9fbb6b8ef278d633f6f7755011e8f635,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/aca7fe96a572dafd38a7492eb8da7e7a9fbb6b8ef278d633f6f7755011e8f635
DL3DV-ALL-480P/10K_extracted/acb21ff9bb117431904a3fcf72399d13c935ec6b160f02d8aba37c04efda4d50,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/acb21ff9bb117431904a3fcf72399d13c935ec6b160f02d8aba37c04efda4d50
DL3DV-ALL-480P/10K_extracted/acbbb3864413cc90253eef4ec3a1783e787c2f9e7b157c56a5b383d3443922a8,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/acbbb3864413cc90253eef4ec3a1783e787c2f9e7b157c56a5b383d3443922a8
DL3DV-ALL-480P/10K_extracted/acc06889cc0bc9378ad504361398fc4b16c7773710bc7607a6f6f255628eeb12,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/acc06889cc0bc9378ad504361398fc4b16c7773710bc7607a6f6f255628eeb12
DL3DV-ALL-480P/10K_extracted/acef52fdca26ff69eb3557a23a69bf4fa4891688f538c55fbf460330d20efd51,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/acef52fdca26ff69eb3557a23a69bf4fa4891688f538c55fbf460330d20efd51
DL3DV-ALL-480P/10K_extracted/ad30405183ac7a50e20ca1fb1185dc6a48b5df2813e9a26ad5e82d7f76572c09,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ad30405183ac7a50e20ca1fb1185dc6a48b5df2813e9a26ad5e82d7f76572c09
DL3DV-ALL-480P/10K_extracted/ad395724c980c686a9467b09773c5a26c141acb4dd1c5f765a94b4b46e396f47,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ad395724c980c686a9467b09773c5a26c141acb4dd1c5f765a94b4b46e396f47
DL3DV-ALL-480P/10K_extracted/ad39abc21ca034cc81b36c2eea5b80db16f156aabb033dd0ebfe55d13e402378,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ad39abc21ca034cc81b36c2eea5b80db16f156aabb033dd0ebfe55d13e402378
DL3DV-ALL-480P/10K_extracted/ada6e38db505ada0a1d1577e677ac754e8b413fc27f34a5b8f120cbe4b8a5b70,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ada6e38db505ada0a1d1577e677ac754e8b413fc27f34a5b8f120cbe4b8a5b70
DL3DV-ALL-480P/10K_extracted/adb36e9ea38b13614d0592ad0e5d218f47f93e252ae9f916aae953f8c2a338c7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/adb36e9ea38b13614d0592ad0e5d218f47f93e252ae9f916aae953f8c2a338c7
DL3DV-ALL-480P/10K_extracted/adcd199c75befcb637031e8c3e9fa90cd2161de5f318172ca009a3df66198064,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/adcd199c75befcb637031e8c3e9fa90cd2161de5f318172ca009a3df66198064
DL3DV-ALL-480P/10K_extracted/aebf2425584f92447835fa62eaeace32822b6ce7957f04dc78149cac7e109542,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/aebf2425584f92447835fa62eaeace32822b6ce7957f04dc78149cac7e109542
DL3DV-ALL-480P/10K_extracted/aecffb99e1fc727683421de3f0af603161a72beacbcbd7ae021bbe336fc9341d,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/aecffb99e1fc727683421de3f0af603161a72beacbcbd7ae021bbe336fc9341d
DL3DV-ALL-480P/10K_extracted/af240b51fb1c3b7da3cfb6322dc8abfeef48f4b22df19596067ba4487b661551,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/af240b51fb1c3b7da3cfb6322dc8abfeef48f4b22df19596067ba4487b661551
DL3DV-ALL-480P/10K_extracted/af6a9db048bde51ae3ad6a56bdfad29ef0daf71b76636713782c32f9a6fc46ce,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/af6a9db048bde51ae3ad6a56bdfad29ef0daf71b76636713782c32f9a6fc46ce
DL3DV-ALL-480P/10K_extracted/af7eebc27427ad0276d721ec15420a454fecdb59fa70827f24bd68049bc34ff3,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/af7eebc27427ad0276d721ec15420a454fecdb59fa70827f24bd68049bc34ff3
DL3DV-ALL-480P/10K_extracted/afadb6b8d7dff350c5ea6726737880b52ddfde45b084d2c3feb6892049e6b7c7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/afadb6b8d7dff350c5ea6726737880b52ddfde45b084d2c3feb6892049e6b7c7
DL3DV-ALL-480P/10K_extracted/afbec3d971449c96e3b927feb7da5b2d9112e4ed268ddcd80cdd8c32b960bee0,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/afbec3d971449c96e3b927feb7da5b2d9112e4ed268ddcd80cdd8c32b960bee0
DL3DV-ALL-480P/10K_extracted/b00976c0a42adb656f4e0811385d415159f7278496f02ad5d8566a2d8fc90f4d,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b00976c0a42adb656f4e0811385d415159f7278496f02ad5d8566a2d8fc90f4d
DL3DV-ALL-480P/10K_extracted/b10ddb016e1d1d6a3203847995ff098771f1f02ecb62e399efe01662a2bd84c9,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b10ddb016e1d1d6a3203847995ff098771f1f02ecb62e399efe01662a2bd84c9
DL3DV-ALL-480P/10K_extracted/b25d22166b6f0d71300d8371ba4bf606c828b7d692f4f5cb8461eb36ed9a663f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b25d22166b6f0d71300d8371ba4bf606c828b7d692f4f5cb8461eb36ed9a663f
DL3DV-ALL-480P/10K_extracted/b32217829379ed814f848a1d1ffbfb346ef26666ec739afe920b24bd8d17810e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b32217829379ed814f848a1d1ffbfb346ef26666ec739afe920b24bd8d17810e
DL3DV-ALL-480P/10K_extracted/b3752897f94120e9542b596408116539218fed30b4d0f68a80c8aa06fc180d21,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b3752897f94120e9542b596408116539218fed30b4d0f68a80c8aa06fc180d21
DL3DV-ALL-480P/10K_extracted/b3bec34b72da2f59a41f3b70863d67e9ad5c6fd5ac4da96121f49c295d490f02,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b3bec34b72da2f59a41f3b70863d67e9ad5c6fd5ac4da96121f49c295d490f02
DL3DV-ALL-480P/10K_extracted/b3bf6de449f46b5076b5980cf0217670f16b731cbe3cfb170c4635f9dcd19f2f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b3bf6de449f46b5076b5980cf0217670f16b731cbe3cfb170c4635f9dcd19f2f
DL3DV-ALL-480P/10K_extracted/b3c9a77756d6c17b44bb17c36ce5ae68c781620bc2ffffc007a461e9d2bd19de,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b3c9a77756d6c17b44bb17c36ce5ae68c781620bc2ffffc007a461e9d2bd19de
DL3DV-ALL-480P/10K_extracted/b3d664a8dd5a393196008261e7815266b719c8fec7f4c1cf25c543c2c748b33f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b3d664a8dd5a393196008261e7815266b719c8fec7f4c1cf25c543c2c748b33f
DL3DV-ALL-480P/10K_extracted/b4a026c71b44d034ffe15d1a5a80a42a3d1e826d718bee801a2a84dd33c6fc40,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b4a026c71b44d034ffe15d1a5a80a42a3d1e826d718bee801a2a84dd33c6fc40
DL3DV-ALL-480P/10K_extracted/b4d66cc321b4754ee337e9326b7c233fdd42c8b94b605996ad4416cceaa1da79,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b4d66cc321b4754ee337e9326b7c233fdd42c8b94b605996ad4416cceaa1da79
DL3DV-ALL-480P/10K_extracted/b4f53094fd31dcc2de1c1d1fdfeffac5259e9bdf39d77b552ff948e4bdf1fd8e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b4f53094fd31dcc2de1c1d1fdfeffac5259e9bdf39d77b552ff948e4bdf1fd8e
DL3DV-ALL-480P/10K_extracted/b51091abdae8acf8373a6c3dac2ff47af17804e3cb089f48c7c4fb678d1ce8b4,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b51091abdae8acf8373a6c3dac2ff47af17804e3cb089f48c7c4fb678d1ce8b4
DL3DV-ALL-480P/10K_extracted/b581eb7dbe820dd31857cea0097cb2886bfe64d32c4a68e9c76266dceea7d80d,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b581eb7dbe820dd31857cea0097cb2886bfe64d32c4a68e9c76266dceea7d80d
DL3DV-ALL-480P/10K_extracted/b5cecb5c2afedbbe095fdd1a46e248bc76cead1ed7b0b5a03faee5981e823f13,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b5cecb5c2afedbbe095fdd1a46e248bc76cead1ed7b0b5a03faee5981e823f13
DL3DV-ALL-480P/10K_extracted/b68e1f8437b831ab3dda228bf722134585bb0b462c840874d94b1430d98bc955,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b68e1f8437b831ab3dda228bf722134585bb0b462c840874d94b1430d98bc955
DL3DV-ALL-480P/10K_extracted/b6a838cefe239dbaf75e86751fed9fa4c0b34b9b75443598d7cf806a9ecd30f5,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b6a838cefe239dbaf75e86751fed9fa4c0b34b9b75443598d7cf806a9ecd30f5
DL3DV-ALL-480P/10K_extracted/b6c0cd74e72ff92b74e9b2978a09ab61a3b80838de1b2127e98aaa86350cf80f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b6c0cd74e72ff92b74e9b2978a09ab61a3b80838de1b2127e98aaa86350cf80f
DL3DV-ALL-480P/10K_extracted/b748edb64fb05687b19315b2d42288861ce3f81e2265f421f66aa94fd0350b2b,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b748edb64fb05687b19315b2d42288861ce3f81e2265f421f66aa94fd0350b2b
DL3DV-ALL-480P/10K_extracted/b7556bbe1eb2f74debd99d7ce2c70967a29c1a50de4127c288029ed14b9c2d5e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b7556bbe1eb2f74debd99d7ce2c70967a29c1a50de4127c288029ed14b9c2d5e
DL3DV-ALL-480P/10K_extracted/b75d4e4bf87798d7dbdf31ece0a517c338d5f01392071f2e014be57241333b8e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b75d4e4bf87798d7dbdf31ece0a517c338d5f01392071f2e014be57241333b8e
DL3DV-ALL-480P/10K_extracted/b872df50df1f1084b93c45e91c1dbfff21122f1858addd45929803de73226f4f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b872df50df1f1084b93c45e91c1dbfff21122f1858addd45929803de73226f4f
DL3DV-ALL-480P/10K_extracted/b9223472cfc7ff1b3a98cc5eb2bbcfe38ddf95d962749d49a4fc60d5ccc4cf75,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b9223472cfc7ff1b3a98cc5eb2bbcfe38ddf95d962749d49a4fc60d5ccc4cf75
DL3DV-ALL-480P/10K_extracted/b9633624f111e138adb01f60058c8fba4169f73ec87295cbcea23e3a8a5724ac,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b9633624f111e138adb01f60058c8fba4169f73ec87295cbcea23e3a8a5724ac
DL3DV-ALL-480P/10K_extracted/b99ede7695c2271a83f8ad29cca12046286e7e2573de0fb315ea2fe596b1b21f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b99ede7695c2271a83f8ad29cca12046286e7e2573de0fb315ea2fe596b1b21f
DL3DV-ALL-480P/10K_extracted/b9c979a83da0b798871fdbc132e78f6a52ea411b59fdeae0f49dcdc46ad97033,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b9c979a83da0b798871fdbc132e78f6a52ea411b59fdeae0f49dcdc46ad97033
DL3DV-ALL-480P/10K_extracted/b9e620dbcb822a44296a3ff5d575f5e679fb9f0947930dc74c70a4a2700fe8b7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b9e620dbcb822a44296a3ff5d575f5e679fb9f0947930dc74c70a4a2700fe8b7
DL3DV-ALL-480P/10K_extracted/b9eafc57060c523f754114765ffa2172ba35c2db4090ffa89ccf759715ed7749,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/b9eafc57060c523f754114765ffa2172ba35c2db4090ffa89ccf759715ed7749
DL3DV-ALL-480P/10K_extracted/ba1a518f67baee1674926c2eb398d357b7aff13e84b675db869a842770a7f1c1,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ba1a518f67baee1674926c2eb398d357b7aff13e84b675db869a842770a7f1c1
DL3DV-ALL-480P/10K_extracted/ba2bb70563204c236598120578adeb4b695fab4e4ca7a2976145d3d5fdb9df49,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ba2bb70563204c236598120578adeb4b695fab4e4ca7a2976145d3d5fdb9df49
DL3DV-ALL-480P/10K_extracted/bbf42205e1624545fd90fcf13c39a31f1180478c3615eab7e997267cc76b2523,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bbf42205e1624545fd90fcf13c39a31f1180478c3615eab7e997267cc76b2523
DL3DV-ALL-480P/10K_extracted/bc50c7017a9232b2f9a057c10350df79071eead3679dfc99070f9a708d6e81ed,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bc50c7017a9232b2f9a057c10350df79071eead3679dfc99070f9a708d6e81ed
DL3DV-ALL-480P/10K_extracted/bc534ab3b6dcc4a0127efc7a0c074bb67d9f8e9e7ccd0daa2b55d331220866da,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bc534ab3b6dcc4a0127efc7a0c074bb67d9f8e9e7ccd0daa2b55d331220866da
DL3DV-ALL-480P/10K_extracted/bc93167610746d27495b0efac4d424f38cad854423b4b3246879ade38c9e0d30,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bc93167610746d27495b0efac4d424f38cad854423b4b3246879ade38c9e0d30
DL3DV-ALL-480P/10K_extracted/bca6ac94d59e74fb6534661c5aa679903f3abdea796c03cf5f192eef6a8d5607,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bca6ac94d59e74fb6534661c5aa679903f3abdea796c03cf5f192eef6a8d5607
DL3DV-ALL-480P/10K_extracted/bce26a8520e14ca5ef352d631eec728ced8b7d81cf1641f8ee3a37deebc3efec,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bce26a8520e14ca5ef352d631eec728ced8b7d81cf1641f8ee3a37deebc3efec
DL3DV-ALL-480P/10K_extracted/bd002aa7e8f8923056e72761627f094e2578c81202f55436a4b44b5fb5b241ac,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd002aa7e8f8923056e72761627f094e2578c81202f55436a4b44b5fb5b241ac
DL3DV-ALL-480P/10K_extracted/bd476f0e269e7b2ad4cb8f559bf47a2afa9a5ca903bfba48b03726035ab59eb6,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd476f0e269e7b2ad4cb8f559bf47a2afa9a5ca903bfba48b03726035ab59eb6
DL3DV-ALL-480P/10K_extracted/bd4f31428454188c5d9f3cf26182df26b7c95b07f3eb4ec99d8605921557f7ea,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd4f31428454188c5d9f3cf26182df26b7c95b07f3eb4ec99d8605921557f7ea
DL3DV-ALL-480P/10K_extracted/bd6f197e76c8eb45bd408b50fee51763b2d0880c38df051fdb2b15c2996efe77,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,16,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd6f197e76c8eb45bd408b50fee51763b2d0880c38df051fdb2b15c2996efe77
